title,doi,altmetric_jid,issns,journal,cohorts.sci,context.all.count,context.all.mean,context.all.rank,context.all.pct,context.all.higher_than,context.journal.count,context.journal.mean,context.journal.rank,context.journal.pct,context.journal.higher_than,context.similar_age_3m.count,context.similar_age_3m.mean,context.similar_age_3m.rank,context.similar_age_3m.pct,context.similar_age_3m.higher_than,context.similar_age_journal_3m.count,context.similar_age_journal_3m.mean,context.similar_age_journal_3m.rank,context.similar_age_journal_3m.pct,context.similar_age_journal_3m.higher_than,authors1,authors2,authors3,authors4,authors5,authors6,type,epubdate,altmetric_id,schema,is_oa,publisher_subjects.name1,publisher_subjects.name2,publisher_subjects.scheme1,publisher_subjects.scheme2,cited_by_posts_count,cited_by_tweeters_count,cited_by_accounts_count,last_updated,score,history.1y,history.6m,history.3m,history.1m,history.1w,history.6d,history.5d,history.4d,history.3d,history.2d,history.1d,history.at,url,added_on,published_on,scopus_subjects1,scopus_subjects2,readers.citeulike,readers.mendeley,readers.connotea,readers_count,images.small,images.medium,images.large,details_url,issns1,issns2,pubdate,publisher_subjects.name,publisher_subjects.scheme,cited_by_fbwalls_count,scopus_subjects3,scopus_subjects4,cohorts.pub,publisher_subjects.name3,publisher_subjects.scheme3,cited_by_policies_count,scopus_subjects5,scopus_subjects6,publisher_subjects.name4,publisher_subjects.name5,publisher_subjects.name6,publisher_subjects.name7,publisher_subjects.name8,publisher_subjects.scheme4,publisher_subjects.scheme5,publisher_subjects.scheme6,publisher_subjects.scheme7,publisher_subjects.scheme8,authors7,authors8,authors9,authors10,authors11,authors12,authors13,authors14,authors15,authors16,cohorts.com,cited_by_msm_count,authors,cohorts.doc,cited_by_feeds_count,authors17,authors18,authors19,authors20,authors21,authors22,authors23,authors24,authors25,authors26,scopus_subjects,publisher_subjects.name9,publisher_subjects.name10,publisher_subjects.scheme9,publisher_subjects.scheme10,handles,handle,pmid,authors27,authors28,authors29,attribution,ordinal_number,arxiv_id,ads_id,isbns,isbns1,isbns2,editors,cited_by_wikipedia_count,uri,isbns3,authors_or_editors1,authors_or_editors2,authors_or_editors3,authors30,authors31,authors32,authors33,authors34,authors35,handles1,handles2,editors1,editors2,cited_by_rdts_count,authors36,authors37,authors38,authors39,authors40,authors41,authors42,authors43,authors44,authors45,authors46,authors47,authors48,authors49,authors50,authors51,authors52,authors53,authors54,authors55,authors56,editors3,editors4,authors57,authors58,published_date,year
"Blueing business as usual in the ocean: Blue economies, oil, and climate justice",10.1016/j.polgeo.2022.102670,4f6fa4df3cf058f610001e8b,0962-6298,Political Geography,6,24071812,10.5402731232825,3816429,84,20250590,1236,12.8800631067961,392,68,843,427112,14.0310387205218,74825,82,352140,69,20.5994492753624,27,62,43,Leah M. Fusco,Christine Knott,Andrés M. Cisneros-Montemayor,Gerald G. Singh,Ana K. Spalding,NA,article,NA,129672492,1.5.4,FALSE,Human Geography,Political Science,era,era,14,14,14,1657700581,8.9,0,0,0,0,0,0,0,0,0,0,0,8.9,http://dx.doi.org/10.1016/j.polgeo.2022.102670,1655150103,1664582400,Social Sciences,Arts and Humanities,0,47,0,47,https://badges.altmetric.com/?size=64&score=9&types=tttttttt,https://badges.altmetric.com/?size=100&score=9&types=tttttttt,https://badges.altmetric.com/?size=180&score=9&types=tttttttt,https://www.altmetric.com/details.php?citation_id=129672492,NA,NA,1664582400,NA,NA,NA,NA,NA,8,Policy And Administration,era,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-01T00:00:00Z,2022
Leveraging the blue economy to transform marine forest restoration,10.1111/jpy.13239,4f6fa4f63cf058f610002ec3,NA,Journal of Phycology,14,24160198,10.5539149224881,270918,98,23889553,1845,4.8807837398374,2,99,1845,430356,15.2334506222742,7970,98,422395,15,22.962,1,99,15,Karen Filbee‐Dexter,Thomas Wernberg,Rodolfo Barreiro,Melinda A. Coleman,Thibaut Bettignies,Colette J. Feehan,article,1647993600,123228486,1.5.4,FALSE,NA,NA,NA,NA,78,51,66,1682196610,141.18,74.08,74.08,0,0,0,0,0,0,0,0,0,141.18,http://dx.doi.org/10.1111/jpy.13239,1645110786,1647993600,Life Sciences,Agricultural and Biological Sciences,0,45,0,45,https://badges.altmetric.com/?size=64&score=142&types=mbtttttf,https://badges.altmetric.com/?size=100&score=142&types=mbtttttf,https://badges.altmetric.com/?size=180&score=142&types=mbtttttf,https://www.altmetric.com/details.php?citation_id=123228486,0022-3646,1529-8817,1648771200,Plant Biology,era,1,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Joao N. Franco,Berit Hasler,Ines Louro,Kjell M. Norderhaug,Peter A. U. Staehr,Fernando Tuya,Jan Verbeek,NA,NA,NA,5,13,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35092031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-23T00:00:00Z,2022
"Seaweeds as a promising resource for blue economy development in Tunisia: current state, opportunities, and challenges",10.1007/s10811-021-02579-w,4f6fa61f3cf058f610007b70,NA,Journal of Applied Phycology,NA,23426104,10.3365417950122,13824947,39,9290664,2571,3.08023181641385,849,66,1712,439784,13.8851143470419,192318,54,238692,15,9.44146666666667,11,20,3,Leila Ktari,Leila Chebil Ajjabi,Olivier De Clerck,Juan Luis Gómez Pinchetti,Céline Rebours,NA,article,1634601600,115561806,1.5.4,FALSE,Ecology,Freshwater & Marine Ecology,springer,springer,2,2,2,1648418407,2,0,0,0,0,0,0,0,0,0,0,0,2,http://dx.doi.org/10.1007/s10811-021-02579-w,1634838564,1634601600,Life Sciences,Agricultural and Biological Sciences,0,49,0,49,https://badges.altmetric.com/?size=64&score=2&types=tttttttt,https://badges.altmetric.com/?size=100&score=2&types=tttttttt,https://badges.altmetric.com/?size=180&score=2&types=tttttttt,https://www.altmetric.com/details.php?citation_id=115561806,0921-8971,1573-5176,1643673600,NA,NA,NA,NA,NA,2,Life Sciences,springer,NA,NA,NA,Plant Physiology,Plant Sciences,Fisheries Sciences,Plant Biology,Environmental Biotechnology,springer,springer,era,era,era,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1854/LU-8747614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1854/LU-8747614,1854/lu-8747614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-19T00:00:00Z,2021
Bio-GO-SHIP: The Time Is Right to Establish Global Repeat Sections of Ocean Biology,10.3389/fmars.2021.767443,52fbad613cf058f70b8b4567,2296-7745,Frontiers in Marine Science,4,24079942,10.5429115789597,2859165,88,21218665,9627,13.9108420068557,1951,79,7677,507741,13.7112494913735,69084,86,438624,563,13.1728845470693,79,86,485,Sophie Clayton,Harriet Alexander,Jason R. Graff,Nicole J. Poulton,Luke R. Thompson,Heather Benway,article,1641772800,118394563,1.5.4,FALSE,NA,NA,NA,NA,12,10,11,1686845780,11.33,1,1,1,0,0,0,0,0,0,0,0,11.33,http://dx.doi.org/10.3389/fmars.2021.767443,1638957293,1641772800,NA,NA,0,23,0,23,https://badges.altmetric.com/?size=64&score=12&types=bttttttt,https://badges.altmetric.com/?size=100&score=12&types=bttttttt,https://badges.altmetric.com/?size=180&score=12&types=bttttttt,https://www.altmetric.com/details.php?citation_id=118394563,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Emmanuel Boss,Adam Martiny,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-01-10T00:00:00Z,2022
‘Getting the Right Nutrients to Those Who Need Them Most’: towards nutrition-sensitive governance of fisheries in the Global South,10.1007/s11160-022-09743-6,4f6fa5323cf058f6100044bd,NA,Reviews in Fish Biology and Fisheries,6,24052577,10.5350294319135,1273484,94,22779104,598,12.0192341137124,60,90,539,454624,12.461396318715,27657,93,426983,14,32.2107142857143,5,71,10,Antonio Allegretti,Christina C. Hicks,NA,NA,NA,NA,article,1669248000,138999323,1.5.4,FALSE,Freshwater & Marine Ecology,Life Sciences,springer,springer,24,21,23,1686387088,27.8,27.8,15,15,0,0,0,0,0,0,0,0,27.8,http://dx.doi.org/10.1007/s11160-022-09743-6,1669501849,1669248000,Life Sciences,Agricultural and Biological Sciences,0,20,0,20,https://badges.altmetric.com/?size=64&score=28&types=mttttttt,https://badges.altmetric.com/?size=100&score=28&types=mttttttt,https://badges.altmetric.com/?size=180&score=28&types=mttttttt,https://www.altmetric.com/details.php?citation_id=138999323,0960-3166,1573-5184,NA,NA,NA,NA,NA,NA,15,Zoology,springer,NA,NA,NA,Fisheries Sciences,Zoology,NA,NA,NA,era,era,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-24T00:00:00Z,2022
Estimating the pelagic ocean’s benefits to humanity can enhance Ocean governance,10.1016/j.marpol.2021.104906,4f6fa6053cf058f61000668e,0308-597X,Marine Policy,1,22757090,10.1863943757439,13409581,39,9048738,3269,13.7528442948914,2371,26,861,497992,12.8994953453056,210068,55,278066,109,14.5810091743119,65,38,42,Lida Teneva,Aaron L. Strong,Vera Agostini,Kenneth J. Bagstad,Evangelia G. Drakou,Zachary Ancona,article,NA,119448820,1.5.4,FALSE,Environmental Science And Management,Political Science,era,era,3,3,3,1640336980,2,0,0,0,0,0,0,0,0,0,0,0,2,http://dx.doi.org/10.1016/j.marpol.2021.104906,1639976451,1643673600,Life Sciences,Social Sciences,0,39,0,39,https://badges.altmetric.com/?size=64&score=2&types=tttttttt,https://badges.altmetric.com/?size=100&score=2&types=tttttttt,https://badges.altmetric.com/?size=180&score=2&types=tttttttt,https://www.altmetric.com/details.php?citation_id=119448820,NA,NA,1643673600,NA,NA,NA,Environmental Science,"Economics, Econometrics and Finance",2,Law,era,NA,Physical Sciences,Agricultural and Biological Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kristina Gjerde,Andrew C. Hume,Nicholas Jickling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-01T00:00:00Z,2022
Small-scale fisheries in the blue economy: Review of scholarly papers and multilateral documents,10.1016/j.ocecoaman.2021.105982,4f6fa6063cf058f6100066bf,0964-5691,Ocean & Coastal Management,11,24090847,10.554133658501,2021829,91,22067686,2589,7.03000308999613,195,92,2394,504858,13.8202894081097,50166,90,454643,48,3.90854166666667,5,91,44,Raymond K. Ayilu,Michael Fabinyi,Kate Barclay,NA,NA,NA,article,NA,119007174,1.5.4,FALSE,Earth Sciences,Environmental Sciences,era,era,28,24,24,1646564790,16.3,0,0,0,0,0,0,0,0,0,0,0,16.3,http://dx.doi.org/10.1016/j.ocecoaman.2021.105982,1639586444,1643673600,Life Sciences,Environmental Science,0,91,0,91,https://badges.altmetric.com/?size=64&score=17&types=tttttttt,https://badges.altmetric.com/?size=100&score=17&types=tttttttt,https://badges.altmetric.com/?size=180&score=17&types=tttttttt,https://www.altmetric.com/details.php?citation_id=119007174,NA,NA,1643673600,NA,NA,NA,Physical Sciences,Agricultural and Biological Sciences,12,Studies In Human Society,era,NA,Earth and Planetary Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-01T00:00:00Z,2022
Powering the Blue Economy: An Assessment of Marine Renewable Energies,10.1007/978-3-030-96519-8_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guduru, Sameer","Narula, Kapil",NA,NA,NA,NA,chapter,NA,144974648,1.5.4,FALSE,NA,NA,NA,NA,1,1,1,1666026021,0.85,0.85,0,0,0,0,0,0,0,0,0,0,0.85,http://dx.doi.org/10.1007/978-3-030-96519-8_6,1680656112,1640995200,NA,NA,0,5,0,5,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,https://www.altmetric.com/details.php?citation_id=144974648,NA,NA,1640995200,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,springer_nature,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-01-01T00:00:00Z,2022
Ecotourism in Marine Protected Areas as a tool to valuate natural capital and enhance good marine governance: A review,10.3389/fmars.2022.1002677,52fbad613cf058f70b8b4567,2296-7745,Frontiers in Marine Science,1,23866543,10.430847097982,7814577,67,16001242,9351,13.8930210672655,4075,55,5217,422511,12.3060027360226,136835,67,284005,712,9.02961235955056,144,79,566,Daniela Casimiro,Maria Anunciação Ventura,Andrea Zita Botelho,José Guerreiro,NA,NA,article,1677196800,142870255,1.5.4,FALSE,NA,NA,NA,NA,9,8,8,1677494469,3.1,3.1,3.1,0,0,0,0,0,0,0,0,0,3.1,http://dx.doi.org/10.3389/fmars.2022.1002677,1677237647,1677196800,NA,NA,0,18,0,18,https://badges.altmetric.com/?size=64&score=4&types=tttttttt,https://badges.altmetric.com/?size=100&score=4&types=tttttttt,https://badges.altmetric.com/?size=180&score=4&types=tttttttt,https://www.altmetric.com/details.php?citation_id=142870255,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-24T00:00:00Z,2023
Blue economy and aquaculture before and during the pandemic era: a systematic literature review,10.1108/bfj-07-2022-0660,4f6fa60f3cf058f610006d0d,0007-070X,British Food Journal,2,23485204,10.346987139418,14178411,38,9099077,678,7.15473451327434,426,32,223,432682,11.8845625563333,179586,56,246299,7,1.84285714285714,3,28,2,Raffaele Silvestri,Domenico Morrone,Pasquale Del Vecchio,Gioconda Mele,NA,NA,article,1672617600,140764887,1.5.4,FALSE,NA,NA,NA,NA,2,2,2,1672762402,1.85,1.85,0,0,0,0,0,0,0,0,0,0,1.85,http://dx.doi.org/10.1108/bfj-07-2022-0660,1672749659,1672617600,Life Sciences,Agricultural and Biological Sciences,0,27,0,27,https://badges.altmetric.com/?size=64&score=2&types=tttttttt,https://badges.altmetric.com/?size=100&score=2&types=tttttttt,https://badges.altmetric.com/?size=180&score=2&types=tttttttt,https://www.altmetric.com/details.php?citation_id=140764887,NA,NA,NA,Multidisciplinary,era,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-02T00:00:00Z,2023
Art Writing and Coastal Change: Story-Telling in the Blue Economy,10.1080/2373566x.2022.2094280,554b86602a83ee864e8b456f,NA,GeoHumanities,3,23597497,10.3871212463921,4350330,81,19240029,252,9.40057142857144,62,75,190,437447,13.3467337163121,90925,79,346293,8,6.60625,5,50,4,Susan Ballard,Jen Saunders,NA,NA,NA,NA,article,1663804800,136295420,1.5.4,FALSE,NA,NA,NA,NA,14,9,9,1674680706,7.05,7.05,0,0,0,0,0,0,0,0,0,0,7.05,http://dx.doi.org/10.1080/2373566x.2022.2094280,1663890718,1663804800,NA,NA,0,6,0,6,https://badges.altmetric.com/?size=64&score=8&types=tttttttt,https://badges.altmetric.com/?size=100&score=8&types=tttttttt,https://badges.altmetric.com/?size=180&score=8&types=tttttttt,https://www.altmetric.com/details.php?citation_id=136295420,2373-566X,2373-5678,1656806400,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-22T00:00:00Z,2022
Rational Use of Aquatic Biological Resources of the Atlantic Ocean for the Sustainable Economic Development of Russia,10.1007/978-3-031-08284-9_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arkhipov, A. G.","Sauskan, V. I.","Osadchiy, V. M.",NA,NA,NA,chapter,NA,144974119,1.5.4,FALSE,NA,NA,NA,NA,1,1,1,1665765777,1,1,0,0,0,0,0,0,0,0,0,0,1,http://dx.doi.org/10.1007/978-3-031-08284-9_10,1680655779,1640995200,NA,NA,0,1,0,1,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,https://www.altmetric.com/details.php?citation_id=144974119,NA,NA,1640995200,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,springer_nature,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-01-01T00:00:00Z,2022
Work Below Water: The role of scuba industry in realising sustainable development goals in small island developing states,10.1016/j.marpol.2021.104918,4f6fa6053cf058f61000668e,0308-597X,Marine Policy,3,23577761,10.3753134200603,1068134,95,22509578,3389,14.0109666568309,287,91,3102,513945,13.2023816322746,27427,94,486369,109,14.7631926605505,14,87,95,Zahidah Afrin Nisa,Clive Schofield,Francis C. Neat,NA,NA,NA,article,NA,120529955,1.5.4,FALSE,Environmental Science And Management,Political Science,era,era,9,6,9,1677166406,32.95,31.7,2.7,0,0,0,0,0,0,0,0,0,32.95,http://dx.doi.org/10.1016/j.marpol.2021.104918,1641769393,1643673600,Life Sciences,Social Sciences,0,52,0,52,https://badges.altmetric.com/?size=64&score=33&types=mmmttttt,https://badges.altmetric.com/?size=100&score=33&types=mmmttttt,https://badges.altmetric.com/?size=180&score=33&types=mmmttttt,https://www.altmetric.com/details.php?citation_id=120529955,NA,NA,1643673600,NA,NA,NA,Environmental Science,"Economics, Econometrics and Finance",3,Law,era,NA,Physical Sciences,Agricultural and Biological Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-01T00:00:00Z,2022
The Blue Economy,10.1007/978-3-030-96519-8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,book,NA,144974654,1.5.4,FALSE,NA,NA,NA,NA,5,5,5,1684252787,4.35,4.35,1,1,0,0,0,0,0,0,0,0,4.35,http://dx.doi.org/10.1007/978-3-030-96519-8,1680656115,1653264000,NA,NA,0,8,0,8,https://badges.altmetric.com/?size=64&score=5&types=tttttttt,https://badges.altmetric.com/?size=100&score=5&types=tttttttt,https://badges.altmetric.com/?size=180&score=5&types=tttttttt,https://www.altmetric.com/details.php?citation_id=144974654,NA,NA,1653264000,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,springer_nature,NA,NA,NA,NA,9783030965181,9783030965198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hazra, Somnath","Bhukta, Anindya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-23T00:00:00Z,2022
China’s 21st century maritime silk road: Challenges and opportunities to coastal livelihoods in ASEAN countries,10.1016/j.marpol.2021.104923,4f6fa6053cf058f61000668e,0308-597X,Marine Policy,4,23577761,10.3753134200603,4682893,80,18890910,3389,14.0109666568309,1204,64,2183,513945,13.2023816322746,114854,77,398869,109,14.7631926605505,44,58,64,Annie Young Song,Michael Fabinyi,NA,NA,NA,NA,article,NA,120140720,1.5.4,FALSE,Environmental Science And Management,Political Science,era,era,10,10,10,1661016795,6.65,1,0,0,0,0,0,0,0,0,0,0,6.65,http://dx.doi.org/10.1016/j.marpol.2021.104923,1641157517,1643673600,Life Sciences,Social Sciences,0,59,0,59,https://badges.altmetric.com/?size=64&score=7&types=tttttttt,https://badges.altmetric.com/?size=100&score=7&types=tttttttt,https://badges.altmetric.com/?size=180&score=7&types=tttttttt,https://www.altmetric.com/details.php?citation_id=120140720,NA,NA,1643673600,NA,NA,NA,Environmental Science,"Economics, Econometrics and Finance",5,Law,era,NA,Physical Sciences,Agricultural and Biological Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-01T00:00:00Z,2022
